Name	Date	Longitude	Latitude	Chlorophyll_mean	Chlorophyll_sigma	num_passes
Odra_pos_2_197	2022-07-01	16.47088048	51.50314532	NaN	NaN	NaN
Odra_pos_2_198	2022-07-01	16.48180507	51.51819574	NaN	NaN	NaN
Odra_pos_2_199	2022-07-01	16.46215673	51.52162273	NaN	NaN	NaN
Odra_pos_2_200	2022-07-01	16.45777963	51.53755696	NaN	NaN	NaN
Odra_pos_2_201	2022-07-01	16.45486726	51.55310057	NaN	NaN	NaN
Odra_pos_2_202	2022-07-01	16.46169372	51.56601484	NaN	NaN	NaN
Odra_pos_2_203	2022-07-01	16.4436597	51.56964917	NaN	NaN	NaN
Odra_pos_2_204	2022-07-01	16.42403008	51.5776119	NaN	NaN	NaN
Odra_pos_2_205	2022-07-01	16.40426852	51.57860017	NaN	NaN	NaN
Odra_pos_2_206	2022-07-01	16.38935016	51.58860904	NaN	NaN	NaN
Odra_pos_2_207	2022-07-01	16.39018961	51.60372728	NaN	NaN	NaN
Odra_pos_2_208	2022-07-01	16.38126957	51.61284554	NaN	NaN	NaN
Odra_pos_2_209	2022-07-01	16.36129387	51.6081616	NaN	NaN	NaN
Odra_pos_2_210	2022-07-01	16.34232865	51.61161336	NaN	NaN	NaN
Odra_pos_2_211	2022-07-01	16.33368927	51.62689582	NaN	NaN	NaN
Odra_pos_2_212	2022-07-01	16.33526361	51.64212385	NaN	NaN	NaN
Odra_pos_2_213	2022-07-01	16.31489849	51.6436057	NaN	NaN	NaN
Odra_pos_2_214	2022-07-01	16.30720031	51.65868623	NaN	NaN	NaN
Odra_pos_2_215	2022-07-01	16.28832478	51.66475836	NaN	NaN	NaN
Odra_pos_2_216	2022-07-01	16.26933722	51.66410125	NaN	NaN	NaN
Odra_pos_2_217	2022-07-01	16.25666141	51.67823747	NaN	NaN	NaN
Odra_pos_2_218	2022-07-01	16.2419178	51.68765211	NaN	NaN	NaN
Odra_pos_2_219	2022-07-01	16.22370228	51.69549819	NaN	NaN	NaN
Odra_pos_2_220	2022-07-01	16.20917782	51.68657103	NaN	NaN	NaN
Odra_pos_2_221	2022-07-01	16.19348171	51.67894261	NaN	NaN	NaN
Odra_pos_2_222	2022-07-01	16.17551919	51.67328859	NaN	NaN	NaN
Odra_pos_2_223	2022-07-01	16.13574551	51.66936665	NaN	NaN	NaN
Odra_pos_2_224	2022-07-01	16.11794665	51.66527744	NaN	NaN	NaN
Odra_pos_2_225	2022-07-01	16.09635333	51.66610382	NaN	NaN	NaN
Odra_pos_2_226	2022-07-01	16.08423536	51.6712206	NaN	NaN	NaN
Odra_pos_2_227	2022-07-01	16.1256945	51.67474795	NaN	NaN	NaN
Odra_pos_2_228	2022-07-01	16.10750994	51.67562472	NaN	NaN	NaN
Odra_pos_2_229	2022-07-01	16.08770395	51.67243556	NaN	NaN	NaN
Odra_pos_2_230	2022-07-01	16.08423536	51.6712206	NaN	NaN	NaN
Odra_pos_2_231	2022-07-01	16.15582228	51.67025451	NaN	NaN	NaN
Odra_pos_2_232	2022-07-01	16.07625116	51.67264395	NaN	NaN	NaN
Odra_pos_2_233	2022-07-01	16.05809747	51.67487717	NaN	NaN	NaN
Odra_pos_2_234	2022-07-01	16.03688173	51.67648999	NaN	NaN	NaN
Odra_pos_2_235	2022-07-01	16.01907968	51.68479538	NaN	NaN	NaN
Odra_pos_2_236	2022-07-01	16.00159519	51.69442765	NaN	NaN	NaN
Odra_pos_2_237	2022-07-01	15.98215716	51.69901546	NaN	NaN	NaN
Odra_pos_2_238	2022-07-01	15.96394132	51.70731718	NaN	NaN	NaN
Odra_pos_2_239	2022-07-01	15.94562571	51.70387967	NaN	NaN	NaN
Odra_pos_2_240	2022-07-01	15.92830106	51.70538025	NaN	NaN	NaN
Odra_pos_2_241	2022-07-01	15.91590211	51.7196728	NaN	NaN	NaN
